"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1"
"1","miRNA_ID","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin"
"239","hsa-mir-1908","0","0.229922","0","0.395912","0.158016","0","0","0","0","1.013417","0.330263","0","0","0","0","0","0.161886","0","0","0.122393","0.179817","0","0","0","0","0.594427","0","0","0","0.451946","0","0.297038","0.349265","0.198442","0","0","0","0.133454","0","0","0","0","0.460087","0","0.672672","0"
"240","hsa-mir-1909","0","0.153281","0","1.385692","0","0","0.146704","0.457686","0.466728","0","0.165131","1.75756","0.233877","0.217845","0","0","0","0","0","0.122393","1.618349","0","4.014926","0.6272","0","0.198142","0","0","0","0","0","0.148519","0.349265","0","0","0","0","0.266909","2.122076","0","0","0","0.460087","0","0.112112","0"
"241","hsa-mir-190a","0","4.215233","0.184431","34.840253","12.167198","0","11.442891","1.830745","4.044972","4.560376","5.449334","1.171707","0.584691","29.844777","0.378153","0.503505","0.323771","1.36499","0","5.507706","87.930299","0.335537","16.442076","2.1952","2.739675","3.566563","1.600936","5.952452","1.610169","4.745436","3.713328","0.594075","1.466912","6.350156","2.286934","2.860488","2.30538","1.467997","6.896746","3.567255","2.920981","0.609461","0.460087","3.304977","3.475472","0.159717"
"242","hsa-mir-190b","4.316913","0.459844","0.737725","0.197956","0.474047","4.686629","0.586815","2.746117","1.555758","1.520125","0.165131","3.51512","0","1.524916","2.457995","1.208411","1.295085","0.303331","33.321418","3.18223","0","5.838337","0.573561","0","0.498123","1.188854","1.600936","0.28345","1.288135","0.33896","0","0.891113","0.209559","1.389097","0","1.906992","0.576345","2.268723","0.530519","1.019216","0.912807","0.152365","0.920174","0.660995","0.56056","0.63887"
"243","hsa-mir-191","15600.2452","4047.543228","5997.888262","1198.821449","4480.214952","9048.317578","1402.781121","1574.898291","7040.896067","4317.915969","1952.347722","10622.10589","2046.185702","1787.310001","3024.657663","3169.057592","1562.843501","4247.395105","5411.70127","3634.596275","2074.543675","2448.276526","1689.327735","1298.303801","799.735995","1172.210294","2473.445812","473.361644","896.864164","810.904559","1007.549608","885.766297","679.738946","1786.378359","1270.391828","1837.386963","1650.364265","1170.26088","690.205083","1742.858992","432.305251","417.481059","1096.387809","949.850285","626.033392","677.042015"
"244","hsa-mir-1910","0","1.30289","0.184431","0.395912","6.952684","2.343314","0.146704","1.373059","1.711334","1.77348","0.990788","14.646332","0.935506","0","0.756306","0.604205","0.485657","1.213325","6.05844","0.734361","0.53945","0.536859","0.191187","0.9408","0","0","0","0.85035","0","0.451946","0","1.039632","2.095588","0.198442","0.381156","0","0.576345","0","1.591557","5.605687","0.547684","0","0.460087","0","0","0.319435"
"245","hsa-mir-1911","0","0","0","2.771384","0","0","0.146704","0","1.555758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3136","1.743429","0","1.067291","0","0.322034","0","0.825184","0.148519","0.279412","0.198442","0","0","0","1.201089","0","1.019216","0.182561","0","0","0","0","0"
"246","hsa-mir-1912","0","0","0","1.781604","0","0","0","0","0.622303","0","0.330263","0","0.350815","0","0","0","0","0","0","0","0","0","0","0","0.498123","0","0","0","0","0","0","0","0.069853","0","0","0","0","0","0","0","0.365123","0","0","0","0","0"
"247","hsa-mir-1913","0","0","0","0","0","0","0.440111","0","0","0","0","0","0","0","0","0.201402","0","0","0","0.122393","0","0","0","0","0","0.396285","0","0","0","0","0","0","0","0.595327","0","0.476748","0","0","0","0","0.365123","0","0.460087","0","0","0"
"248","hsa-mir-1914","0","0","0","0","0","1.56221","0","0","0","0","0","0","0","0","0","0","0.485657","0","0","0","0","0","0.191187","0","0","0","0","0","0","0.564933","0","0.148519","1.327206","0","1.524623","1.430244","0","0","0.530519","1.019216","0","0","0","0","0","0.319435"
"249","hsa-mir-1915","0","0","0","0.395912","0","0","0.146704","0","0.622303","1.013417","0.660525","0","0.116938","0","0","0.100701","0","0","0","0.244787","0","0","0","0","0","0","0","0","0","0.112987","0","0","0.279412","0.198442","0","0","0","0.266909","0","0","0.182561","0","0","0","0.112112","0"
"250","hsa-mir-192","146.77505","609.44603","601.891342","2244.22701","349.846433","63.269486","821.100809","332.737884","865.001704","509.241982","319.529125","807.305825","156.346456","1344.648788","803.197209","753.041394","154.438854","257.224856","187.811631","1382.556557","1334.598523","594.302467","371.285023","133.907179","131.00627","161.089751","270.55815","590.42653","494.965967","727.859436","177.41455","390.307483","420.374985","722.330285","1249.809422","701.773121","531.678378","334.303057","289.663317","1888.606849","2305.384592","131.643663","291.695288","220.111444","228.820586","459.50693"
"251","hsa-mir-193a","116.556657","15.941244","61.138955","201.915105","437.229033","128.101181","14.52367","212.824093","166.155004","104.381939","118.894558","73.817514","85.949622","158.91799","52.752359","30.915179","159.619193","69.007848","222.647659","25.702627","144.572516","71.066657","13.383085","55.820791","862.001332","840.916242","410.37321","1183.687561","649.220163","1268.839097","631.678317","255.155348","209.698522","1085.876736","38.877878","737.052477","726.48303","676.346464","486.485827","627.836923","338.651284","276.23838","597.653279","1310.753733","1443.554076","255.867258"
"252","hsa-mir-193b","17.267653","0.766406","0.829941","0.593868","1.738171","2.343314","2.34726","6.407607","1.86691","1.266771","2.146707","5.27268","0.584691","4.356902","6.239526","9.063082","0.971314","0.454997","7.57305","2.570263","0.899083","10.133206","1.338309","176.556773","211.951209","399.455029","88.051469","59.807968","8.050845","65.645193","162.148647","45.001205","20.816176","361.76047","52.218326","208.815643","97.690499","30.961401","63.131749","341.437288","116.839257","5.180422","132.505115","59.489579","21.749727","29.867152"
"253","hsa-mir-194-1","24.822251","131.438624","107.431196","495.08792","91.332989","17.96541","150.958144","59.041523","164.443669","120.849963","84.38211","169.311599","27.246615","252.809221","216.114503","156.992716","44.194766","47.319667","25.748369","137.570252","323.310178","113.679808","142.051891","22.892796","36.86108","26.154794","49.62901","95.806129","132.033862","117.957971","52.811773","59.110494","82.286762","129.185993","211.160238","69.605214","105.182985","51.780274","97.084958","251.236691","414.961924","25.445013","44.168372","58.167589","53.813759","100.94139"
"254","hsa-mir-194-2","45.327589","144.92737","127.073122","540.815753","100.813922","23.433143","164.748295","103.894772","201.781872","118.316421","81.740009","200.361823","32.859652","315.984296","238.614613","211.069104","49.860762","53.689622","33.321418","190.321835","340.033119","139.784557","153.140733","29.791995","38.355448","25.164082","52.297236","104.593082","160.050804","130.725453","72.203596","67.724586","91.99632","146.648923","255.755451","86.291396","111.234609","56.984992","92.840807","317.995325","438.694898","26.968667","58.891162","66.099533","56.280223","103.816303"
"255","hsa-mir-195","0","0.689765","0.645509","5.344812","4.108404","0","0.586815","3.66149","2.022486","3.040251","1.816445","18.747305","0.818568","2.287373","4.537837","1.309112","0.161886","1.971653","1.51461","0.244787","8.451378","1.275039","0.191187","3.136","169.610779","32.891634","8.004679","47.052714","6.118642","14.914226","58.588061","8.020017","11.17647","4.365732","5.717335","2.860488","23.341978","1.86836","11.671416","5.605687","34.686654","24.987917","45.088546","14.541897","14.014","10.860782"
"256","hsa-mir-196a-1","0","1.149609","0.737725","8.512107","6.636653","0","1.320334","0.915372","0.777879","1.77348","0.825657","1.171707","0.818568","1.851683","0","0","0.161886","0.151666","4.54383","1.468722","1.798166","0.268429","0.191187","73.068789","199.000019","11.888543","9.07197","247.168475","118.830476","209.3641","101.497626","79.754611","117.42279","120.057644","50.693703","213.106376","119.879786","323.626712","159.686187","21.913139","99.130807","124.634856","60.731511","59.489579","11.2112","71.233956"
"257","hsa-mir-196a-2","1.079228","1.149609","0.829941","7.324371","7.268715","2.343314","1.760445","4.576862","1.400183","2.026834","0.165131","0.585853","1.169383","2.178451","0.189077","0.201402","0","0.151666","0","1.713508","2.157799","0.134215","0.382374","83.103987","249.559473","16.049532","10.13926","267.293431","139.44064","262.919731","167.512343","99.359097","132.860289","136.131477","80.042689","221.211093","134.864759","385.949876","179.315387","27.009218","105.155331","133.624412","86.496395","46.930668","11.2112","98.705347"
"258","hsa-mir-196b","2096.940604","932.486148","1563.423597","677.009471","3817.971772","4120.327627","1818.686212","684.698588","1282.411699","4002.236611","1347.636789","49.797529","2096.469154","483.289321","6.806756","629.682781","304.344912","6.21829","27.262979","2621.912763","3445.285327","259.839561","1278.467017","25.087996","461.759743","749.176322","102.459891","907.607177","260.203319","890.334113","209.184132","130.845088","169.602935","475.269515","138.359506","213.106376","357.62215","950.861988","4381.025037","167.660997","697.932","118.844973","210.259853","293.481925","52.692639","283.178932"
"259","hsa-mir-197","16813.29782","1180.111918","922.801695","451.339647","660.663024","4174.223855","378.202231","636.641535","1673.062649","1184.430978","929.359129","1930.972423","561.420594","1143.468852","747.797778","1378.494737","733.665501","912.875242","4298.462974","1638.603682","504.385456","1147.535252","468.025611","2217.151659","804.966283","833.584974","1481.932906","744.339927","1841.711365","1636.723344","1944.133396","908.044121","2929.632245","2237.23946","1430.858363","823.343873","830.513325","737.46854","940.610001","2569.442993","470.460571","386.703259","1063.721618","718.50192","754.289517","865.987687"
"260","hsa-mir-1972-1","0","0","0","0","0","0","0","0","0","0","0","0.585853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","hsa-mir-1972-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","hsa-mir-1973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","hsa-mir-1976","182.389584","58.400135","62.429974","60.772488","113.613182","333.531734","34.915489","38.445643","98.635086","101.848396","73.648573","35.73705","40.460639","87.573724","47.269139","105.836655","28.168093","40.039718","39.379858","88.735261","78.759654","49.92785","54.297089","22.265597","10.709638","9.907119","34.153297","21.825657","13.203386","33.105063","36.720686","46.040837","5.658088","26.789722","5.717335","58.163261","63.974309","35.231939","2.652594","36.18216","8.21526","6.399345","28.985494","5.948958","11.2112","11.339935"
"264","hsa-mir-198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.825184","0","0.069853","0","0","0","0","0","1.061038","0","0","0","0","0","0","0"
"265","hsa-mir-199a-1","188.864954","126.763548","33.658701","75.223275","147.744541","78.891581","63.22931","497.96261","185.601984","224.471839","62.254512","196.26085","32.391898","166.65149","255.82058","101.405815","117.205168","226.740071","198.4139","131.81776","136.480771","233.197953","95.211092","197.88157","6081.081923","556.383791","373.018041","551.593868","66.016931","7169.336351","2097.205019","135.597691","4861.275557","131.964187","181.811252","484.376013","509.200918","222.334887","727.341405","343.985327","416.422415","574.722101","1210.489436","503.017444","452.035573","453.277952"
"266","hsa-mir-199a-2","355.066114","249.924988","68.977283","152.228153","295.489083","154.658743","117.069581","977.160084","392.984587","463.131514","113.940618","362.057329","65.25155","344.304157","510.506701","189.51911","251.246438","463.945068","375.623262","266.572962","283.031268","465.255082","184.877764","278.790357","8902.448896","915.219633","542.717236","909.591327","97.898279","9870.84506","2854.311297","213.718595","6794.944603","199.236156","276.719012","848.134771","778.065918","350.451029","1096.052038","466.800829","680.406111","1000.278524","2046.0078","715.857939","752.271501","696.367819"
"267","hsa-mir-199b","579.545602","566.374015","143.671934","274.16904","535.04066","242.923581","249.543055","1944.251072","810.394582","955.398763","270.48512","867.06286","155.060135","805.917892","950.298769","348.123041","539.240906","957.464928","586.154042","694.460509","494.315729","1207.79763","365.549415","257.46556","8715.403822","1123.269127","579.005114","1089.298682","123.016916","7901.828236","2857.612033","274.165759","7306.89679","223.446127","347.995121","947.775112","780.947644","522.874003","1221.254497","348.571798","831.384339","1317.198452","2823.555177","821.617191","970.889896","1025.385642"
"268","hsa-mir-19a","9.713055","72.195443","372.643315","53.052204","69.210812","7.811048","60.88205","52.633916","166.466155","150.999115","71.832129","64.443861","76.945376","131.251664","46.13468","133.932208","45.975508","96.762652","9.08766","291.541229","44.95414","192.530914","55.061837","78.086388","9.713393","29.721356","22.413101","4.535201","24.796603","7.796073","28.468846","15.297439","27.941175","24.011529","51.83717","23.360654","22.47746","22.28687","56.765522","49.941573","9.49319","0.304731","17.483314","11.236921","1.569568","22.839587"
"269","hsa-mir-19b-1","43.169132","335.379254","999.986168","116.596076","384.925885","27.338667","224.750123","183.532175","338.844193","528.750257","266.521968","319.875893","298.66032","279.604167","207.227905","365.242195","254.646036","449.233505","34.836028","515.031692","270.444109","395.32925","251.79319","217.324767","29.638301","73.510821","130.209445","34.01401","94.033873","40.788149","106.036138","70.249406","104.36029","82.35359","103.674341","72.465703","110.946437","62.323165","194.169916","160.016878","48.378755","10.056113","47.849069","38.998724","8.072064","70.275651"
"270","hsa-mir-19b-2","31.297621","320.817541","900.854378","111.845132","378.289232","17.184305","219.615492","156.071002","318.152605","463.384868","235.80754","349.168557","273.401656","249.214777","176.597503","350.137059","229.391883","417.232063","45.438298","445.267418","262.53218","351.910811","238.792479","164.326375","24.408012","46.167174","89.652405","19.558056","96.610143","24.744057","99.847258","60.447163","86.617644","67.470411","99.100473","58.163261","101.724915","52.047183","179.315387","157.468839","24.098097","8.380094","35.886802","25.117822","5.04504","55.421934"
"271","hsa-mir-200a","0","4.598436","6.455093","3.365252","10.271011","1.56221","3.374186","1.373059","21.625043","20.014983","13.210506","4.100973","3.39121","10.347642","4.348761","4.632242","3.075826","3.184978","0","5.630099","4.135781","4.026439","5.162047","1.2544","3.984982","48.941167","2.668226","7.086252","0","15.592146","7.839248","6.683347","4.889706","44.05421","0","4.290732","6.051624","6.80617","5.835708","0.509608","2.73842","3.504403","11.962267","4.626967","1.457456","12.298239"
"272","hsa-mir-200b","5.396142","5.13492","8.760484","1.385692","10.429026","5.467733","2.787371","1.373059","21.002739","19.761629","12.549981","11.131212","4.560592","9.694106","3.592455","6.444858","5.50411","4.094971","1.51461","6.486854","4.135781","6.308089","3.823739","0.3136","4.732166","43.789465","1.067291","1.984151","0","10.620737","4.951104","5.792234","5.797794","34.528975","0","6.197725","6.916141","10.409437","7.427265","1.019216","3.103543","5.485153","11.50218","7.931944","1.345344","17.409195"
"273","hsa-mir-200c","174.834986","80.702549","171.244404","141.142618","397.88316","124.195657","76.139239","139.136612","265.412393","269.56889","180.653676","1209.201177","129.333717","262.503328","84.51722","209.357189","210.289383","92.971012","152.975603","78.087029","128.029392","151.192802","42.061125","4.390399","61.020031","881.931714","62.436496","41.950613","5.474575","65.758179","72.203596","57.773825","20.816176","1356.552151","7.623113","63.884238","144.374454","38.301388","43.502549","66.758634","23.18529","17.36965","172.532702","52.218631","215.591371","285.414975"
"274","hsa-mir-202","0","0","0","2.96934","0.158016","0","0","10.526783","0.311152","0.760063","0.495394","1.75756","0.116938","0.108923","3.025225","0","0.971314","0.606662","0","0.122393","0.359633","1.342146","0.573561","0","0.498123","58.253858","0","0","0","0","1.237776","0","0","0","0","0","0","0","0","0.509608","0","0","0.920174","0","11.323312","0"
"275","hsa-mir-203a","6.47537","27.590615","22.869473","23.16085","7.742762","15.622095","2.053852","14.188273","16.802191","151.252469","41.778227","176.341838","4.092839","8.713803","81.491996","14.198828","12.141419","5.914958","78.759716","9.791477","3.236698","51.337103","0.764748","5.331199","46.325411","17049.95328","141.415996","125.284938","5.796609","110.500858","168.750119","15.148921","15.088235","72544.7815","43.832901","148.268642","25.935531","82.074403","25.464907","11.211374","42.171669","3.352038","318.840433","23.795832","3.36336","260.339345"
"276","hsa-mir-203b","0","0","0.092216","0.197956","0.948093","0","0","0","0.155576","3.040251","0.330263","0.585853","0.116938","0","0.378153","0","0.161886","0.151666","0","0","0","0.335537","0","0","0","8.32198","0.533645","0.28345","0","0","0","0","0.139706","4.564175","0","0","0.576345","0.93418","0.530519","0","0","0","1.840349","0","0","0.798587"
"277","hsa-mir-204","0","0","0","0.395912","0","0","0","0","0.311152","0","0","0","0","0.217845","0","0.100701","0","0","0","0","0","0","0","2.1952","59.02754","1180.730416","238.539434","156.180998","6.440676","3.502583","698.518217","120.745808","367.356604","6.548599","0.381156","1.430244","8.645177","508.727845","1.591557","1.019216","23.367851","371.771454","56.590726","803.109322","76.90883","101.420542"
"278","hsa-mir-205","0","0.689765","0.184431","0","0","0","0","0","0.155576","0","0.330263","0.585853","0","0","0.756306","0.201402","0.161886","0.151666","0","0.122393","0","0.067107","0","0","11.705883","1168.445589","20.27852","0","0","0","19.804415","0","1.117647","1854.840982","3.430401","0.953496","1.15269","2.669086","6.366227","3.057647","0.547684","0","127.444156","11.236921","0","112.920194"
"279","hsa-mir-2052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","hsa-mir-2053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","hsa-mir-2054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","hsa-mir-206","0","0","0.184431","0.395912","0.316031","0","0","0","0","0","0","0","0","0.43569","0.189077","0.201402","0","0","0","0","0","0.067107","0","0.6272","1.245307","1.386997","0","0","0","1.016879","0","0.148519","0.069853","0","0","0","0.288173","3.736721","0.530519","0","0.365123","0.609461","17.943401","0","0.112112","0.319435"
"283","hsa-mir-208a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","hsa-mir-208b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.396885","0","0","0.288173","0","0","0","0","0","0","0","0","0"
"285","hsa-mir-20a","769.489784","1530.972573","6150.873974","1208.719249","1155.725749","974.818745","1256.077386","1386.789253","2292.410092","2724.824635","1564.784489","1577.117039","1207.855304","1689.824325","1494.461097","1548.175768","1257.36539","2013.209164","180.238581","3540.842882","811.512144","2703.552789","1667.723612","2139.692471","197.505651","512.792468","437.589119","85.318476","244.101629","272.636575","539.257714","260.353507","856.536733","562.782607","557.630736","227.408817","323.329615","356.05611","2484.419986","289.966891","310.719399","26.816302","292.615462","311.328799","118.502381","1142.618206"
"286","hsa-mir-20b","48.565274","14.255151","100.883887","228.243251","90.542911","21.870933","24.206116","7.32298","88.522656","30.149152","96.601828","13.474626","42.097774","295.071168","10.777364","77.5397","1.45697","14.559898","1.51461","23.744332","74.444057","61.537417","34.222461","410.815937","7.969963","4.557275","1992.097781","299.606741","826.016725","394.43609","28.468846","1.782226","532.488951","455.822161","6.479646","307.025741","325.923168","18.149787","7.957783","3600.37976","15.882837","18.893303","16.103052","66.760528","216.039819","1269.59353"
"287","hsa-mir-21","9359.067892","114216.4093","239736.6322","50381.382","152489.5903","24630.5765","66561.39207","186325.4341","192835.3278","160022.3256","350938.0946","71123.76033","219746.1715","108864.5958","191220.873","176258.8142","246115.1505","144569.7725","32485.35372","140693.7335","91609.70528","321914.8431","141514.082","249894.0032","282730.9577","248706.3284","146817.5531","99181.16939","110468.2243","304027.18","263332.2909","179983.4342","53656.20759","166288.5678","70442.14057","253360.597","203038.0304","171332.3852","129109.2004","157828.6219","193297.0414","12715.80266","232160.0036","226037.9279","235720.5191","192942.2802"
"288","hsa-mir-210","160.805018","137.723153","31.076663","28.10975","9.480933","342.904991","7.775298","29.749604","58.80767","21.535109","22.29273","84.948726","19.645628","8.278113","42.920378","160.617949","5.342225","41.404709","30.292199","257.148666","6.653213","17.917656","6.117982","2830.866765","183.060092","1057.485859","1596.666638","248.302276","64.728796","134.228036","613.936862","2497.344112","453.205866","925.932173","695.227931","4971.051859","1270.264655","2443.281583","481.711157","1946.192541","278.04092","10.513209","528.180111","1084.693331","442.618165","405.522452"
"289","hsa-mir-211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4565.701699","243.083878","10415.15583","19220.30157","16681.03759","6239.727121","3.502583","24.342927","1984.063039","2.235294","19074.67903","6334.807135","2256.925242","1613.190004","2.935995","881.722404","8739.775355","8335.933311","1.676019","3020.932588","1.982986","2945.630614","265.450302"
"290","hsa-mir-2110","31.297621","6.821013","2.489822","3.167296","7.426731","17.96541","3.667593","6.865293","4.5117","8.107335","14.036163","20.504865","6.665481","4.683669","7.563062","3.423831","7.770508","3.79164","39.379858","2.692656","7.372479","1.543468","3.250178","5.017599","4.234043","4.359132","3.735517","6.235902","8.050845","6.214261","2.888144","5.346678","1.955882","8.929907","1.905778","6.197725","4.898934","2.001815","1.061038","5.096079","8.762944","5.789883","4.600872","1.982986","5.381376","8.465022"
"291","hsa-mir-2113","0","0","0","1.187736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.069853","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","hsa-mir-2114","0","0","0","0","0","0","0","0","0.466728","0","0","0.585853","0.116938","0.43569","0","0.302103","0","0.303331","0","0.36718","0","0.201322","0","0","0","0","0","0","0","0.112987","0","0.445556","0","0","0","0","0","0","0","0","4.381472","0","0","0","0","0.159717"
"293","hsa-mir-2115","24.822251","11.649371","0.737725","22.764938","1.264124","3.905524","11.589595","2.746117","28.625956","6.840564","5.614465","6.444386","2.338765","51.084672","0.56723","31.922188","1.295085","6.976618","12.116879","17.991839","5.75413","3.422474","2.48543","0","0.747184","0.990712","1.067291","0","0","0","0.825184","0","0","0","0","0","0.576345","2.135269","0","0","0.182561","0","0.460087","0","0.112112","0.479152"
"294","hsa-mir-2116","0","0","0","0","0.632062","0","0","0.457686","0.155576","0","0","0","0.467753","0.326768","0","0.100701","0.161886","0","0","0.611967","0","0","0.191187","1.8816","2.490614","1.783281","3.735517","3.968301","0.644068","2.259731","0.825184","1.336669","0.419118","5.754829","0.762311","0.953496","0.576345","1.467997","1.591557","7.13451","1.095368","1.066557","3.22061","0","4.036032","2.236043"
"295","hsa-mir-2117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.224224","0"
"296","hsa-mir-212","2.158457","3.755389","2.30539","3.563208","15.011477","1.56221","2.493964","1.830745","8.712247","10.894231","1.321051","26.949251","6.665481","9.149494","3.970608","2.21542","4.370911","7.58328","7.57305","4.283771","16.543124","2.415864","13.000711","6.585599","10.958699","7.925695","6.937388","23.526357","10.627116","20.789528","7.839248","16.931147","22.981617","9.12835","1.905778","5.244228","12.679593","8.407622","10.079859","7.13451","69.190748","11.884497","32.206104","4.626967","5.829824","15.652304"
"297","hsa-mir-214","1.079228","0","0","0.197956","0.158016","0","0","0.457686","0.622303","0","0","1.171707","0","0.326768","0","0","0","0.454997","4.54383","0","0","0.067107","0","1.568","235.612037","12.879254","10.13926","9.920753","0.322034","225.295206","63.126572","2.821858","98.632349","3.770405","2.286934","7.627969","6.627969","1.201089","21.220756","4.076863","10.771119","6.399345","24.384622","7.270949","6.502496","4.472087"
"298","hsa-mir-215","0","5.518123","5.348506","39.591197","19.119882","0","21.418745","6.407607","8.712247","9.880815","6.109859","19.333158","4.092839","13.833163","10.777364","4.632242","7.284852","2.123318","1.51461","3.671804","54.124785","5.435693","16.059702","1.568","1.494368","2.972136","2.134581","14.739404","24.47457","2.485704","1.650368","5.198159","1.746323","3.571963","1.143467","7.627969","8.645177","2.001815","5.305189","7.13451","55.316086","4.723326","9.201744","0.660995","2.130128","7.027565"
"299","hsa-mir-216a","0","0.306562","0","0","0.948093","0","0","0","0.155576","0","0","0","0","0","0","0.100701","0","0","0","0","0","0","0","0","15.192742","0","0","0.28345","0","0.225973","0.825184","0.148519","0.349265","0","0","0","0.576345","0.133454","0","0","0.182561","0","0.920174","3.304977","0","0.159717"
"300","hsa-mir-216b","0","0.076641","0","0","0","0","0.146704","0","0.155576","0","0","0","0","0","0","0","0","0","0","0.244787","0","0","0","0","1.743429","0.198142","0","0","0","0","0.412592","0.148519","0.139706","0.198442","0","0","0.576345","0","0","0","0","0","0","0","0.112112","0"
"301","hsa-mir-217","1.079228","3.83203","0","0.791824","17.381711","0","1.17363","0","11.668188","1.013417","1.321051","0.585853","0.70163","0.980303","0.189077","7.75397","0","0.151666","0","4.038984","0","0.201322","0.382374","4.076799","305.598276","6.736841","6.403743","11.338003","4.18644","18.303823","112.225018","6.683347","15.92647","2.182866","3.430401","0.953496","19.307562","4.93781","24.934388","5.605687","2.920981","3.199672","73.153866","141.453","1.793792","5.430391"
"302","hsa-mir-218-1","0","0.076641","0","3.761164","0.790078","0","0","0","0.466728","1.266771","0.495394","0.585853","0","0.87138","0","0","0","0.303331","0","0.122393","0","0.201322","0","16.620797","34.370466","4.953559","13.874777","13.038704","2.898304","19.659662","40.846606","4.010008","119.588231","8.136138","8.76658","27.651387","14.696801","9.475256","33.42269","16.81706","16.247959","8.380094","15.642965","9.91493","19.395376","55.102499"
"303","hsa-mir-218-2","0","0.076641","0.184431","4.157076","0.790078","0","0.146704","0","0.466728","3.040251","0.660525","1.75756","0.116938","1.524916","0.378153","0.100701","0","0.303331","0","0.36718","0","0.134215","0.191187","13.484798","30.883607","5.746129","8.538324","11.338003","3.542372","17.399931","36.308094","3.564452","117.841907","6.747041","8.004269","18.593174","17.290354","8.007259","26.525945","11.720982","16.430521","6.094614","20.703924","6.609953","14.57456","59.414869"
"304","hsa-mir-219a-1","6.47537","2.682421","5.994015","5.93868","1.738171","10.935467","5.574742","9.153724","4.200548","6.080501","4.128283","9.959506","1.169383","6.208585","3.781531","3.725934","2.752055","7.886611","10.602269","7.710788","1.798166","6.240981","3.632552","10.348798","3.486859","11.6904","27.215909","14.455954","4.508473","8.361006","4.538512","9.802243","21.654411","14.089409","17.152005","7.627969","4.322588","4.403992","11.671416","8.153726","8.21526","6.704075","4.600872","8.592939","5.6056","9.902478"
"305","hsa-mir-219a-2","0","0.306562","0.276647","0","0.158016","0","0","0","0","0","0","0","0","0.108923","0","0","0","0","0","0","0.359633","0.134215","0","1.568","0.249061","0.594427","1.600936","4.251751","0.644068","0.677919","0","7.425941","2.095588","2.778193","11.43467","0","0.864518","0.93418","2.652594","4.586471","3.833788","0.152365","1.840349","0.660995","1.12112","3.194348"
"306","hsa-mir-219b","0","1.149609","0.553294","0.98978","0.474047","0","0.880222","1.373059","2.178062","1.77348","1.321051","0.585853","0.935506","0.87138","0.945383","1.007009","0.485657","1.668322","0","1.101541","0.53945","0.939503","0.764748","0.6272","0","0.198142","1.600936","0.28345","0","0.790906","0.412592","1.039632","0.628676","0.396885","1.143467","1.430244","0.288173","0.533817","0.530519","1.528824","0.365123","0","0","0","0.784784","0"
